text,text_lower,label
México,méxico,LOC
República Federativa del Brasil,república federativa del brasil,LOC
Jair Bolsonaro,jair bolsonaro,PER
El Salvador,el salvador,LOC
Nayib Bukele,nayib bukele,PER
México,méxico,LOC
Ceremonia de Traspaso de la Presidencia Pro Tempore de la Comunidad de Estados Latinoamericanos,ceremonia de traspaso de la presidencia pro tempore de la comunidad de estados latinoamericanos,LOC
Caribeños,caribeños,LOC
CELAC,celac,LOC
San Salvador,san salvador,LOC
República de El Salvador,república de el salvador,LOC
Estado Plurinacional de Bolivia,estado plurinacional de bolivia,LOC
México,méxico,LOC
CELAC,celac,LOC
El 15 de enero de 2019,el 15 de enero de 2019,MISC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
Bolivia,bolivia,LOC
México,méxico,LOC
El 31 de enero de 2019,el 31 de enero de 2019,MISC
Canciller,canciller,MISC
República de El Salvador,república de el salvador,LOC
Honduras,honduras,LOC
Guatemala,guatemala,LOC
CEPAL,cepal,ORG
PDI,pdi,MISC
El 6 de febrero de 2019,el 6 de febrero de 2019,MISC
Montevideo,montevideo,LOC
Uruguay,uruguay,LOC
República Oriental del Uruguay,república oriental del uruguay,LOC
Mecanismo de Montevideo,mecanismo de montevideo,MISC
VenezuelaÓ,venezuelaó,MISC
Conferencia Internacional de Montevideo,conferencia internacional de montevideo,ORG
Comunidad del Caribe,comunidad del caribe,ORG
CARICOM,caricom,ORG
El mecanismo,el mecanismo,MISC
Venezuela,venezuela,LOC
El 7 de febrero de 2019,el 7 de febrero de 2019,MISC
Montevideo,montevideo,LOC
Canciller,canciller,PER
Grupo de Contacto Internacional,grupo de contacto internacional,ORG
Unión Europea,unión europea,ORG
España,españa,LOC
Italia,italia,LOC
Portugal,portugal,LOC
Suecia,suecia,LOC
Alemania,alemania,LOC
Francia,francia,LOC
Países Bajos,países bajos,LOC
Reino Unido,reino unido,LOC
Bolivia,bolivia,LOC
Costa Rica,costa rica,LOC
Ecuador,ecuador,LOC
Venezuela,venezuela,LOC
México,méxico,LOC
El mismo 7 de febrero,el mismo 7 de febrero,MISC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
República Oriental del Uruguay,república oriental del uruguay,LOC
José Mujica Cordano,josé mujica cordano,PER
Venezuela,venezuela,LOC
El 26 de febrero de 2019,el 26 de febrero de 2019,MISC
ministro de Relaciones Exteriores de Chile,ministro de relaciones exteriores de chile,LOC
Roberto Ampuero,roberto ampuero,PER
Ciudad de México,ciudad de méxico,LOC
Fondo Conjunto de Cooperación,fondo conjunto de cooperación,LOC
Cooperación y de Asuntos Políticos del Consejo del Acuerdo de Asociación Estratégica,cooperación y de asuntos políticos del consejo del acuerdo de asociación estratégica,MISC
Tratado de Libre Comercio México-Chile,tratado de libre comercio méxico-chile,MISC
El 12 de marzo de 2019,el 12 de marzo de 2019,MISC
Presidente de la República,presidente de la república,MISC
República de El Salvador,república de el salvador,LOC
Nayib Bukele Ortez,nayib bukele ortez,PER
Reafirmaron,reafirmaron,PER
Centroamérica,centroamérica,LOC
México,méxico,LOC
PDI,pdi,MISC
El 12 de abril de 2019,el 12 de abril de 2019,MISC
Ciudad de México,ciudad de méxico,LOC
VII Reunión del Mecanismo Permanente de Información,vii reunión del mecanismo permanente de información,MISC
Consultas Políticas México,consultas políticas méxico,ORG
Cuba,cuba,LOC
La Habana,la habana,LOC
XIII Reunión,xiii reunión,LOC
Grupo de Trabajo sobre Asuntos Migratorios y Consulares,grupo de trabajo sobre asuntos migratorios y consulares,MISC
República de Guatemala,república de guatemala,LOC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
En la ocasión,en la ocasión,MISC
México,méxico,LOC
PDI,pdi,MISC
El 9 de mayo de 2019,el 9 de mayo de 2019,MISC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
Canciller de Colombia,canciller de colombia,LOC
México,méxico,LOC
II Reunión,ii reunión,ORG
Consejo de la Relación Estratégica México,consejo de la relación estratégica méxico,ORG
Colombia,colombia,LOC
Acuerdo de Asociación Estratégica,acuerdo de asociación estratégica,MISC
Se fijó una hoja,se fijó una hoja,MISC
El 14 de mayo de 2019,el 14 de mayo de 2019,MISC
Ministro de Relaciones Exteriores de Cuba,ministro de relaciones exteriores de cuba,LOC
México,méxico,LOC
Canciller,canciller,PER
México,méxico,LOC
Cuba,cuba,LOC
El 28 de mayo de 2019,el 28 de mayo de 2019,MISC
Conferencia Ministerial sobre América Latina y el Caribe,conferencia ministerial sobre américa latina y el caribe,MISC
Berlín,berlín,LOC
Alemania,alemania,LOC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
Vicepresidenta,vicepresidenta,ORG
Canciller de Panamá,canciller de panamá,PER
México,méxico,LOC
Ambos funcionarios abordaron el tema migratorio,ambos funcionarios abordaron el tema migratorio,MISC
Centroamérica,centroamérica,LOC
ministro de Relaciones Exteriores,ministro de relaciones exteriores,LOC
Culto de la República Argentina,culto de la república argentina,LOC
Jorge Faurie,jorge faurie,PER
En esta reunión,en esta reunión,MISC
México,méxico,LOC
Argentina,argentina,LOC
Organización para la Cooperación y Desarrollo Económicos,organización para la cooperación y desarrollo económicos,ORG
OCDE,ocde,ORG
El 21 de junio de 2019,el 21 de junio de 2019,MISC
Presidente de México,presidente de méxico,MISC
Tapachula,tapachula,LOC
Chiapas,chiapas,LOC
República de El Salvador,república de el salvador,LOC
Nayib Bukele,nayib bukele,PER
Programa Sembrando Vida.,programa sembrando vida.,ORG
Este programa,este programa,MISC
PDI,pdi,MISC
República de El Salvador,república de el salvador,LOC
Los mandatarios firmaron una Carta de Intención,los mandatarios firmaron una carta de intención,MISC
El 19 de junio de 2019,el 19 de junio de 2019,MISC
IX Reunión de la Comisión Binacional Permanente México,ix reunión de la comisión binacional permanente méxico,MISC
Jamaica,jamaica,LOC
En el primer semestre de 2019,en el primer semestre de 2019,MISC
Presidente de la República,presidente de la república,MISC
El Presidente del Gobierno de España,el presidente del gobierno de españa,MISC
Pedro Sánchez,pedro sánchez,PER
Los mandatarios adoptaron una Declaración sobre el Plan de Desarrollo Integral para Centroamérica,los mandatarios adoptaron una declaración sobre el plan de desarrollo integral para centroamérica,MISC
Se acordó la participación de la Agencia Española de Cooperación Internacional para el Desarrollo,se acordó la participación de la agencia española de cooperación internacional para el desarrollo,MISC
AECID,aecid,MISC
Declaración Conjunta,declaración conjunta,ORG
En ella,en ella,MISC
Como primer paso,como primer paso,MISC
La Declaración,la declaración,MISC
Instituto Cervantes,instituto cervantes,ORG
Los Ángeles,los ángeles,LOC
California,california,LOC
EUA.2/,eua.2/,ORG
La Princesa Astrid de,la princesa astrid de,MISC
Bélgica,bélgica,LOC
Ambos dialogaron sobre el Plan de Desarrollo Integral para Centroamérica,ambos dialogaron sobre el plan de desarrollo integral para centroamérica,MISC
Acuerdo Global,acuerdo global,MISC
México,méxico,LOC
Unión Europea,unión europea,ORG
El Primer Ministro de Luxemburgo,el primer ministro de luxemburgo,ORG
Xavier Bettel,xavier bettel,PER
Ambos mandatarios refrendaron,ambos mandatarios refrendaron,MISC
Acuerdo Global México-Unión Europea,acuerdo global méxico-unión europea,ORG
Centroamérica,centroamérica,LOC
Plan de Desarrollo Integral,plan de desarrollo integral,ORG
El Primer Ministro Bettel,el primer ministro bettel,ORG
Luxemburgo,luxemburgo,LOC
Eurozona,eurozona,LOC
El 29 de mayo de 2019,el 29 de mayo de 2019,MISC
Phumzile Mlambo,phumzile mlambo,PER
Ngcuka,ngcuka,PER
Directora Ejecutiva,directora ejecutiva,PER
ONU Mujeres,onu mujeres,ORG
Presidente de México,presidente de méxico,MISC
Spotlight,spotlight,MISC
México,méxico,LOC
La Unión Europea,la unión europea,ORG
América Latina,américa latina,LOC
México,méxico,LOC
En el marco del compromiso del,en el marco del compromiso del,MISC
Gobierno de México,gobierno de méxico,MISC
República de Corea,república de corea,LOC
Japón,japón,LOC
PDI,pdi,MISC
Centroamérica,centroamérica,LOC
Posteriormente,posteriormente,MISC
Plan,plan,ORG
México,méxico,LOC
Asuntos Exteriores de,asuntos exteriores de,LOC
Japón,japón,LOC
Agencia Mexicana de Cooperación Internacional para el Desarrollo,agencia mexicana de cooperación internacional para el desarrollo,ORG
AMEXCID,amexcid,ORG
Agencia de Cooperación Internacional del Japón,agencia de cooperación internacional del japón,ORG
JICA,jica,ORG
Centroamérica,centroamérica,LOC
PDI,pdi,MISC
El 20 de mayo de 2019,el 20 de mayo de 2019,MISC
Presidente de la República,presidente de la república,MISC
Canciller Federal de Alemania,canciller federal de alemania,ORG
Angela Merkel,angela merkel,PER
PDI,pdi,MISC
El Presidente,el presidente,MISC
"Asimismo, el 29 de mayo de 2019 el Presidente de México","asimismo, el 29 de mayo de 2019 el presidente de méxico",MISC
Director General de Cooperación Internacional y Desarrollo de la Comisión Europea,director general de cooperación internacional y desarrollo de la comisión europea,MISC
DG-DEVCO,dg-devco,ORG
PDI,pdi,MISC
Centroamérica,centroamérica,LOC
Con base en el diálogo entre México y la Unión Europea,con base en el diálogo entre méxico y la unión europea,MISC
Alta representante de la Unión Europea para Asuntos Exteriores,alta representante de la unión europea para asuntos exteriores,LOC
Política de Seguridad,política de seguridad,ORG
Federica Mogherini,federica mogherini,PER
UE,ue,ORG
Plan de Desarrollo Integral,plan de desarrollo integral,ORG
El Canciller de México,el canciller de méxico,LOC
República Popular China,república popular china,LOC
México,méxico,LOC
China,china,LOC
ORGANISMOS Y MECANISMOS MULTILATERALES,organismos y mecanismos multilaterales,ORG
México,méxico,LOC
América Latina,américa latina,LOC
Caribe,caribe,LOC
Foro,foro,LOC
América Latina,américa latina,LOC
Caribe sobre Desarrollo Sostenible,caribe sobre desarrollo sostenible,LOC
CEPAL,cepal,ORG
Santiago de Chile,santiago de chile,LOC
Dicho mecanismo,dicho mecanismo,MISC
Objetivos de Desarrollo Sostenible de la Agenda 2030,objetivos de desarrollo sostenible de la agenda 2030,MISC
El 31 de enero de 2019,el 31 de enero de 2019,MISC
Grupo de Alto Nivel de la Alianza del Pacífico,grupo de alto nivel de la alianza del pacífico,MISC
Chile,chile,LOC
Colombia,colombia,LOC
México,méxico,LOC
Perú,perú,LOC
México,méxico,LOC
América del Sur,américa del sur,LOC
Asia,asia,LOC
Pacífico,pacífico,LOC
Asimismo,asimismo,PER
México,méxico,LOC
Comunicado de la Unión Europea,comunicado de la unión europea,MISC
Candidatos a Estado Asociado,candidatos a estado asociado,MISC
CEA,cea,ORG
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
CARICOM,caricom,ORG
Irwin LaRocque,irwin larocque,PER
Durante la reunión,durante la reunión,MISC
Mecanismo de Montevideo,mecanismo de montevideo,MISC
México,méxico,LOC
VIII Cumbre de Jefes de Estado,viii cumbre de jefes de estado,MISC
Gobierno de la Asociación de Estados del Caribe,gobierno de la asociación de estados del caribe,MISC
AEC,aec,ORG
Managua,managua,LOC
Nicaragua,nicaragua,LOC
El nombre de la cumbre,el nombre de la cumbre,MISC
Uniendo Esfuerzos en el Caribe,uniendo esfuerzos en el caribe,MISC
Cambio ClimáticoÓ. Como,cambio climáticoó. como,MISC
Declaración,declaración,LOC
Managua,managua,LOC
Plan de Acción,plan de acción,MISC
Del 23 al 24 de abril de 2019,del 23 al 24 de abril de 2019,MISC
Lima,lima,LOC
Perú,perú,LOC
I Foro Técnico de Cooperación de la Alianza del Pacífico,i foro técnico de cooperación de la alianza del pacífico,MISC
Estados Observadores,estados observadores,LOC
Alianza,alianza,MISC
Este portafolio,este portafolio,MISC
Alianza,alianza,MISC
El 9 de mayo de 2019,el 9 de mayo de 2019,MISC
Ciudad de México,ciudad de méxico,LOC
Reunión del Grupo de Alto Nivel,reunión del grupo de alto nivel,ORG
Alianza del Pacífico,alianza del pacífico,ORG
Ecuador,ecuador,LOC
Corea,corea,LOC
Estado Asociado,estado asociado,LOC
México,méxico,LOC
Reunión del Consejo de Ministros de la Alianza del Pacífico,reunión del consejo de ministros de la alianza del pacífico,ORG
En este encuentro,en este encuentro,MISC
Azerbaiyán,azerbaiyán,PER
Kazajistán,kazajistán,PER
Estados Observadores,estados observadores,LOC
También se trabajó el Fondo de Cooperación,también se trabajó el fondo de cooperación,MISC
Alianza del Pacífico,alianza del pacífico,ORG
Durante la I Reunión de Coordinadores Nacionales y Responsables de Cooperación de la Conferencia Iberoamericana,durante la i reunión de coordinadores nacionales y responsables de cooperación de la conferencia iberoamericana,MISC
Madrid,madrid,LOC
España,españa,LOC
Presidente de México,presidente de méxico,MISC
Plan de Desarrollo Integral,plan de desarrollo integral,ORG
Centroamérica,centroamérica,LOC
Fondo Mexicano de Cooperación Internacional para el Desarrollo con Iberoamérica,fondo mexicano de cooperación internacional para el desarrollo con iberoamérica,ORG
Conferencia,conferencia,ORG
PDI,pdi,MISC
México,méxico,LOC
Periodo Ordinario,periodo ordinario,PER
Sesiones de la Asamblea General de la OEA,sesiones de la asamblea general de la oea,MISC
Medellín,medellín,LOC
Colombia,colombia,LOC
La delegación mexicana,la delegación mexicana,MISC
Por instrucciones del Presidente de la República,por instrucciones del presidente de la república,MISC
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
Secretario de Hacienda,secretario de hacienda,LOC
Crédito Público,crédito público,ORG
México,méxico,LOC
Cumbre del Grupo de los Veinte,cumbre del grupo de los veinte,MISC
G20,g20,MISC
Osaka,osaka,LOC
Japón,japón,LOC
G20,g20,LOC
México,méxico,LOC
Durante las sesiones plenarias de la cumbre,durante las sesiones plenarias de la cumbre,MISC
Se hizo un reconocimiento,se hizo un reconocimiento,MISC
Grupo de Trabajo Anticorrupción del G20,grupo de trabajo anticorrupción del g20,MISC
Japón.• Se,japón.• se,LOC
México,méxico,LOC
En ese sentido,en ese sentido,MISC
PDI,pdi,MISC
Centroamérica,centroamérica,LOC
G20,g20,MISC
Al término de la cumbre,al término de la cumbre,MISC
Declaración de Osaka,declaración de osaka,MISC
México,méxico,LOC
Se acordó la necesidad de mantener el tema migratorio,se acordó la necesidad de mantener el tema migratorio,MISC
G20,g20,MISC
México,méxico,LOC
MIKTA,mikta,ORG
Australia,australia,LOC
Indonesia,indonesia,LOC
República de Corea,república de corea,LOC
Turquía,turquía,LOC
Los temas centrales,los temas centrales,MISC
El programa de trabajo mexicano,el programa de trabajo mexicano,MISC
Agenda 2030,agenda 2030,MISC
Durante el 73er,durante el 73er,MISC
Asamblea General de las Naciones Unidas,asamblea general de las naciones unidas,ORG
AGONU,agonu,ORG
México,méxico,LOC
La AGONU,la agonu,MISC
De estas,de estas,MISC
México,méxico,LOC
La AGONU,la agonu,MISC
México,méxico,LOC
En el periodo del 1,en el periodo del 1,MISC
Operaciones de Paz de la ONU,operaciones de paz de la onu,ORG
Haití,haití,LOC
Colombia,colombia,LOC
Sahara Occidental,sahara occidental,LOC
República Centroafricana,república centroafricana,LOC
Malí,malí,LOC
Asimismo,asimismo,LOC
México,méxico,LOC
Conferencia Ministerial sobre las Operaciones de Mantenimiento de la Paz,conferencia ministerial sobre las operaciones de mantenimiento de la paz,MISC
Nueva York,nueva york,LOC
Organización,organización,ORG
México,méxico,LOC
Tratado sobre la Prohibición de las Armas Nucleares,tratado sobre la prohibición de las armas nucleares,MISC
Adicionalmente,adicionalmente,MISC
México,méxico,LOC
Segmento de Alto Nivel,segmento de alto nivel,ORG
Comisión de Estupefacientes de las Naciones Unidas,comisión de estupefacientes de las naciones unidas,ORG
Viena,viena,LOC
Austria,austria,LOC
Gobierno de México,gobierno de méxico,MISC
México,méxico,LOC
Sexta Plataforma Global para la Reducción de Riesgo de Desastres,sexta plataforma global para la reducción de riesgo de desastres,MISC
Ginebra,ginebra,LOC
Suiza,suiza,LOC
Se compartieron los esfuerzos del,se compartieron los esfuerzos del,MISC
Gobierno de México,gobierno de méxico,MISC
México,méxico,LOC
Consejo de Derechos Humanos,consejo de derechos humanos,ORG
CoDH,codh,LOC
Ginebra,ginebra,LOC
Suiza,suiza,LOC
México,méxico,LOC
Del 13,del 13,MISC
Estado mexicano,estado mexicano,LOC
Comisión de la Condición Jurídica,comisión de la condición jurídica,ORG
Social de la Mujer,social de la mujer,ORG
México,méxico,LOC
Del 22 de abril al 3 de mayo de 2019,del 22 de abril al 3 de mayo de 2019,MISC
Nueva York,nueva york,LOC
EUA,eua,LOC
Gobierno de México,gobierno de méxico,LOC
Foro Permanente sobre Cuestiones Indígenas,foro permanente sobre cuestiones indígenas,LOC
Foro,foro,LOC
Sesiones del CoDH,sesiones del codh,MISC
México,méxico,LOC
Declaración Conjunta,declaración conjunta,ORG
Además,además,LOC
Del 11 al 13 de junio de 2019,del 11 al 13 de junio de 2019,MISC
Estado mexicano,estado mexicano,LOC
Conferencia de los Estados Partes de la Convención sobre los Derechos de las Personas,conferencia de los estados partes de la convención sobre los derechos de las personas,ORG
Discapacidad,discapacidad,MISC
ONU,onu,ORG
Nueva York,nueva york,LOC
EUA,eua,LOC
En,en,LOC
México,méxico,LOC
Convención,convención,MISC
Agenda 2030,agenda 2030,MISC
Del 1 de diciembre de 2018,del 1 de diciembre de 2018,MISC
Estado mexicano,estado mexicano,LOC
Comisión Interamericana de Derechos Humanos,comisión interamericana de derechos humanos,ORG
De la misma forma,de la misma forma,MISC
Adopción,adopción,MISC
Pacto Mundial para la Migración Segura,pacto mundial para la migración segura,ORG
Ordenada,ordenada,LOC
Regular,regular,LOC
PMM,pmm,ORG
Naciones Unidas,naciones unidas,ORG
México,méxico,LOC
Conferencia Intergubernamental,conferencia intergubernamental,MISC
Pacto Mundial,pacto mundial,MISC
Migración Segura,migración segura,MISC
Ordenada,ordenada,LOC
Regular,regular,LOC
Marraquech,marraquech,LOC
Marruecos,marruecos,LOC
Estados miembros de Naciones Unidas,estados miembros de naciones unidas,ORG
México,méxico,LOC
Suiza,suiza,LOC
Pacto,pacto,ORG
Del 19 al 21 de junio de 2019,del 19 al 21 de junio de 2019,MISC
Directora Ejecutiva del Fondo de las Naciones Unidas para la Infancia,directora ejecutiva del fondo de las naciones unidas para la infancia,MISC
UNICEF,unicef,ORG
Henrietta Fore,henrietta fore,PER
México,méxico,LOC
ONU,onu,ORG
El 19 de junio,el 19 de junio,MISC
UNICEF,unicef,ORG
Tijuana,tijuana,LOC
Baja California,baja california,LOC
Tapachula,tapachula,LOC
Chiapas,chiapas,LOC
México,méxico,LOC
Reforma,reforma,MISC
Sistema de Desarrollo de Naciones Unidas,sistema de desarrollo de naciones unidas,LOC
Sistema de Naciones Unidas,sistema de naciones unidas,ORG
En ese sentido,en ese sentido,MISC
Consejo Económico y Social,consejo económico y social,ORG
Agenda 2030.México,agenda 2030.méxico,MISC
Marco de Cooperación de Naciones Unidas para el Desarrollo Sostenible,marco de cooperación de naciones unidas para el desarrollo sostenible,PER
Naciones Unidas,naciones unidas,ORG
Con objeto de dar cumplimiento,con objeto de dar cumplimiento,MISC
Agenda 2030,agenda 2030,MISC
Consejo Nacional de la Agenda 2030,consejo nacional de la agenda 2030,ORG
Canciller mexicano,canciller mexicano,ORG
Presidente de la República,presidente de la república,MISC
Dicho evento,dicho evento,MISC
Administración Pública Federal,administración pública federal,ORG
Agenda Azul,agenda azul,ORG
En diciembre 2018,en diciembre 2018,MISC
Primera Ministra de Noruega,primera ministra de noruega,MISC
Erna Solberg,erna solberg,PER
Gobierno de México,gobierno de méxico,MISC
Panel de Alto Nivel para la Construcción de una Economía Oceánica Sostenible,panel de alto nivel para la construcción de una economía oceánica sostenible,ORG
El Presidente de la República,el presidente de la república,MISC
México,méxico,LOC
México,méxico,LOC
Reunión de los Sherpas,reunión de los sherpas,MISC
Abu Dabi,abu dabi,LOC
Emiratos Árabes Unidos,emiratos árabes unidos,LOC
Reunión,reunión,LOC
Lisboa,lisboa,LOC
Portugal,portugal,LOC
El Panel,el panel,LOC
Impulsar,impulsar,MISC
Objetivos de Desarrollo Sostenible,objetivos de desarrollo sostenible,MISC
Agenda 2030,agenda 2030,MISC
En diciembre de 2018,en diciembre de 2018,MISC
México,méxico,LOC
Conferencia de las Partes,conferencia de las partes,MISC
COP24,cop24,MISC
Convención Marco de las Naciones Unidas sobre el Cambio Climático,convención marco de las naciones unidas sobre el cambio climático,MISC
CMNUCC,cmnucc,ORG
Katowice,katowice,LOC
Polonia,polonia,LOC
Programa de Trabajo del Acuerdo de París,programa de trabajo del acuerdo de parís,MISC
Medio Ambiente,medio ambiente,ORG
México,méxico,LOC
Reunión de la Conferencia de las Partes,reunión de la conferencia de las partes,ORG
Convención Interamericana para la Protección,convención interamericana para la protección,ORG
Conservación de las Tortugas Marinas,conservación de las tortugas marinas,LOC
CIT,cit,LOC
Santo Domingo,santo domingo,LOC
República Dominicana,república dominicana,LOC
Cuarta Sesión de la Asamblea de las Naciones Unidas para el Medio Ambiente,cuarta sesión de la asamblea de las naciones unidas para el medio ambiente,MISC
ANUMA-4,anuma-4,MISC
Nairobi,nairobi,LOC
Kenia,kenia,LOC
México,méxico,LOC
Suiza,suiza,LOC
Gobernanza de los Recursos MineralesÓ. Seguridad Alimentaria,gobernanza de los recursos mineralesó. seguridad alimentaria,LOC
El concurso de los organismos internacionales,el concurso de los organismos internacionales,MISC
En este marco,en este marco,MISC
México,méxico,LOC
Organismo de Seguridad Alimentaria Mexicana,organismo de seguridad alimentaria mexicana,ORG
SEGALMEX,segalmex,ORG
Agenda 2030 de la,agenda 2030 de la,MISC
ONU,onu,ORG
El objeto de SEGALMEX,el objeto de segalmex,MISC
De igual manera,de igual manera,MISC
México,méxico,LOC
Conferencia,conferencia,MISC
FAO,fao,ORG
China,china,LOC
Asentamientos Humanos,asentamientos humanos,LOC
La Subsecretaria de Asuntos Multilaterales y Derechos Humanos,la subsecretaria de asuntos multilaterales y derechos humanos,LOC
Presidenta de la Asamblea Mundial Urbana,presidenta de la asamblea mundial urbana,MISC
Asamblea del Programa de las Naciones Unidas para los Asentamientos Humanos,asamblea del programa de las naciones unidas para los asentamientos humanos,ORG
ONU,onu,ORG
Hábitat,hábitat,LOC
Nairobi,nairobi,LOC
Kenia,kenia,LOC
Este cargo de cuatro,este cargo de cuatro,MISC
México,méxico,LOC
ONU,onu,ORG
Hábitat,hábitat,LOC
Candidaturas,candidaturas,ORG
Entre diciembre de 2018,entre diciembre de 2018,MISC
México,méxico,LOC
Comisión de las Naciones Unidas para el Derecho Mercantil Internacional,comisión de las naciones unidas para el derecho mercantil internacional,ORG
Junta Ejecutiva,junta ejecutiva,ORG
Programa Mundial de Alimentos,programa mundial de alimentos,ORG
Junta Ejecutiva,junta ejecutiva,ORG
ONU Mujeres,onu mujeres,ORG
Comisión de Estupefacientes,comisión de estupefacientes,ORG
Comisión de la Condición Jurídica,comisión de la condición jurídica,ORG
Social de la Mujer,social de la mujer,ORG
Consejo de Gobierno,consejo de gobierno,ORG
Instituto Internacional para la Unificación del Derecho Privado,instituto internacional para la unificación del derecho privado,ORG
Junta Directiva del Fondo Verde Climático,junta directiva del fondo verde climático,ORG
Comisión Consultiva,comisión consultiva,ORG
Asuntos Administrativos,asuntos administrativos,ORG
Presupuesto,presupuesto,PER
Junta del Fondo de Adaptación,junta del fondo de adaptación,ORG
Comité Directivo,comité directivo,ORG
Comisión Interamericana de Mujeres,comisión interamericana de mujeres,ORG
Foro Permanente para las Cuestiones Indígenas,foro permanente para las cuestiones indígenas,ORG
Junta Ejecutiva,junta ejecutiva,ORG
Programa de las Naciones Unidas para los Asentamientos Humanos,programa de las naciones unidas para los asentamientos humanos,ORG
Comité para la Protección de los Derechos de Todos los Trabajadores Migratorios,comité para la protección de los derechos de todos los trabajadores migratorios,ORG
Familias,familias,MISC
El 27 de junio de 2019,el 27 de junio de 2019,MISC
Estados miembros del Grupo Regional de América Latina y el Caribe,estados miembros del grupo regional de américa latina y el caribe,MISC
GRULAC,grulac,LOC
México,méxico,LOC
Consejo de Seguridad de la ONU,consejo de seguridad de la onu,ORG
El apoyo recibido,el apoyo recibido,MISC
Las elecciones,las elecciones,MISC
México,méxico,LOC
Consejo de Seguridad de las Naciones Unidas,consejo de seguridad de las naciones unidas,ORG
La defensa y promoción,la defensa y promoción,MISC
México,méxico,LOC
Las leyes de la nación,las leyes de la nación,MISC
Es por ello que México,es por ello que méxico,MISC
"El respeto, la protección","el respeto, la protección",MISC
México,méxico,LOC
Al mismo tiempo,al mismo tiempo,MISC
El 14 de marzo de 2019,el 14 de marzo de 2019,MISC
Gobierno de México,gobierno de méxico,MISC
Estado mexicano,estado mexicano,LOC
Comisión Interamericana de Derechos Humanos,comisión interamericana de derechos humanos,ORG
Derechos Humanos,derechos humanos,ORG
MéxicoÓ. A,méxicoó. a,MISC
El 25,el 25,MISC
Estado mexicano,estado mexicano,LOC
Comité contra la Tortura de Naciones Unidas,comité contra la tortura de naciones unidas,ORG
Convención contra la Tortura y otros tratos o penas crueles,convención contra la tortura y otros tratos o penas crueles,MISC
El 3 de junio,el 3 de junio,MISC
México,méxico,LOC
Informe en Seguimiento a la Implementación de laPlataforma de Acción de Beijing,informe en seguimiento a la implementación de laplataforma de acción de beijing,MISC
PAB,pab,MISC
Foro,foro,MISC
Informe de México,informe de méxico,MISC
PAB,pab,MISC
Convención sobre la Eliminación de Todas las Formas de Discriminación contra la Mujer,convención sobre la eliminación de todas las formas de discriminación contra la mujer,MISC
CEDAW)Ó,cedaw)ó,MISC
Instituto Nacional de las Mujeres,instituto nacional de las mujeres,ORG
Secretaría de Relaciones Exteriores,secretaría de relaciones exteriores,MISC
ONU Mujeres,onu mujeres,ORG
El 1 de julio,el 1 de julio,MISC
México,méxico,LOC
Informe a la Fase de Seguimiento de la Tercera Ronda,informe a la fase de seguimiento de la tercera ronda,MISC
Evaluación Multilateral del Mecanismo de Seguimiento de la Convención de Belém do Pará,evaluación multilateral del mecanismo de seguimiento de la convención de belém do pará,ORG
MESECVI,mesecvi,ORG
El 8,el 8,MISC
Estado mexicano,estado mexicano,LOC
Comité de Naciones Unidas contra la Discriminación Racial,comité de naciones unidas contra la discriminación racial,ORG
México,méxico,LOC
Convención Internacional sobre la Eliminación de todas las Formas de Discriminación Racial,convención internacional sobre la eliminación de todas las formas de discriminación racial,MISC
ICERD,icerd,ORG
Entre el 1,entre el 1,MISC
Secretaría de Relaciones Exteriores,secretaría de relaciones exteriores,MISC
Sistema Interamericano de Derechos Humanos,sistema interamericano de derechos humanos,LOC
OEA,oea,ORG
Sistema Universal de Protección a los Derechos Humanos,sistema universal de protección a los derechos humanos,ORG
México,méxico,LOC
LXIV Reunión,lxiv reunión,ORG
Consejo Directivo del Fondo para el Desarrollo de los Pueblos Indígenas de América Latina,consejo directivo del fondo para el desarrollo de los pueblos indígenas de américa latina,ORG
El Caribe,el caribe,LOC
FILAC,filac,ORG
En la ocasión,en la ocasión,MISC
Plan Operativo Anual 2019 del FILAC,plan operativo anual 2019 del filac,MISC
Secretaria Técnica,secretaria técnica,PER
México,méxico,LOC
I Reunión de Coordinadores Nacionales y Responsables de Cooperación de la Conferencia Iberoamericana,i reunión de coordinadores nacionales y responsables de cooperación de la conferencia iberoamericana,MISC
Madrid,madrid,LOC
España,españa,LOC
Durante el encuentro,durante el encuentro,MISC
Andorra,andorra,LOC
Secretaría Pro Tempore,secretaría pro tempore,MISC
XXVII Cumbre Iberoamericana,xxvii cumbre iberoamericana,MISC
Ð Objetivo 2030Ó,ð objetivo 2030ó,MISC
COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,cooperación internacional para el desarrollo,MISC
Gobierno de México,gobierno de méxico,LOC
Firma de Acuerdos,firma de acuerdos,MISC
Gobierno de México,gobierno de méxico,LOC
El 8 de abril,el 8 de abril,MISC
Gobierno de México,gobierno de méxico,MISC
Alta Comisionada de Naciones Unidas para los Derechos Humanos,alta comisionada de naciones unidas para los derechos humanos,LOC
